Name,Calories,Total Fat,Saturated Fat,Trans Fat,Polyunsaturated Fat,Monounsaturated Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Sugars,Protein,Vitamin D,Calcium,Iron,Potassium,Vitamin A,Vitamin C
blue-or-roquefort-cheese-salad-dressing-(fat-free),115,0.8g,0.12g,0,0.462g,0.186g,3mg,799mg,25.6g,3.4g,11g,2.1g,0,72mg,0.08mg,194mg,3mcg,0.1mg
blue-or-roquefort-cheese-salad-dressing-(low-calorie),99,7.2g,2.575g,0,2.422g,1.783g,1mg,1200mg,2.9g,0g,2.82g,5.1g,0,89mg,0.5mg,5mg,0mcg,0.3mg
blue-or-roquefort-cheese-salad-dressing-(reduced-calorie),86,2.7g,0.628g,0,0.855g,1.092g,10mg,1610mg,13.2g,0g,3.6g,2.1g,0,68mg,0.14mg,51mg,67mcg,0mg
blueberries,57,0.33g,0.028g,0,0.146g,0.047g,0mg,1mg,14.49g,2.4g,9.96g,0.74g,0,6mg,0.28mg,77mg,3mcg,9.7mg
blueberries-(solids-and-liquids-heavy-syrup-canned),88,0.33g,0.027g,0,0.144g,0.047g,0mg,3mg,22.06g,1.6g,20.46g,0.65g,0,5mg,0.33mg,40mg,2mcg,1.1mg
blueberries-(unsweetened-frozen),51,0.64g,0.053g,0,0.279g,0.091g,0mg,1mg,12.17g,2.7g,8.45g,0.42g,0,8mg,0.18mg,54mg,2mcg,2.5mg
blueberries-(sweetened-frozen),81,0.13g,0.011g,0,0.057g,0.018g,0mg,1mg,21.95g,2.2g,19.72g,0.4g,0,6mg,0.39mg,60mg,2mcg,1mg
blueberry-muffin-tops-cereal-malt-o-meal-cereals-ready-to-eat,443,11.5g,1.84g,0,4.63g,4.49g,0mg,415mg,80g,4.8g,35.4g,4.9g,4mcg,356mg,16.7mg,158mg,631mcg,35.4mg
blueberry-muffins,277,6.5g,1.397g,0,2.495g,1.972g,30mg,447mg,48g,2.6g,19.7g,5.5g,0,57mg,1.61mg,123mg,23mcg,1.1mg
blueberry-muffins-(dry-mix),366,10g,2.489g,0,1.393g,5.507g,0mg,548mg,63.2g,0,0,4.9g,0,25mg,1.26mg,84mg,0mcg,0.4mg
blueberry-muffins-(toaster-type),313,9.5g,1.398g,0,5.351g,2.162g,6mg,478mg,53.3g,1.8g,4.85g,4.6g,0,13mg,0.51mg,83mg,94mcg,0mg
blueberry-muffins-(with-low-fat-2%25-milk),285,10.8g,2.03g,0,5.388g,2.596g,37mg,441mg,40.7g,0,0,6.5g,0,189mg,2.27mg,123mg,38mcg,1.5mg
blueberry-pancakes,222,9.2g,1.986g,0,4.162g,2.316g,56mg,412mg,29g,0,0,6.1g,0,206mg,1.72mg,138mg,50mcg,2.2mg
blueberry-kelloggs-pop-tarts-kellogg-toaster-pastries,408,13.3g,2.02g,0,4.81g,6.5g,0mg,398mg,68.38g,1.1g,30.9g,4.6g,0,24mg,3.5mg,95mg,0,0mg
blueberry-kelloggs-low-fat-pop-tarts-kellogg,369,5.5g,1.2g,0,1.3g,3g,0mg,426mg,76.5g,1.2g,35.9g,4.5g,0,11mg,3.5mg,57mg,0,0mg
bluefish,124,4.24g,0.915g,0,1.06g,1.793g,59mg,60mg,0g,0g,0,20.04g,0,7mg,0.48mg,372mg,120mcg,0mg
bluefin-tuna-(fish),144,4.9g,1.257g,0,1.433g,1.6g,38mg,39mg,0g,0g,0g,23.33g,0,8mg,1.02mg,252mg,655mcg,0mg
bluefin-tuna-(cooked-dry-heat),184,6.28g,1.612g,0,1.844g,2.053g,49mg,50mg,0g,0g,0,29.91g,0,10mg,1.31mg,323mg,757mcg,0mg
blueberry-pie-(commercial),232,10g,1.679g,0,3.524g,4.244g,0mg,325mg,34.9g,1g,9.89g,1.8g,0,8mg,0.3mg,50mg,44mcg,2.7mg
blueberry-pie,245,11.9g,2.911g,0,3.08g,5.121g,0mg,185mg,33.5g,0,0,2.7g,0,7mg,1.23mg,50mg,2mcg,0.7mg
blueberry-pie-fillings-(canned),181,0.2g,0g,0,0g,0g,0mg,12mg,44.38g,2.6g,37.75g,0.41g,0,27mg,0.8mg,115mg,1mcg,0.7mg
bluefish-(cooked-dry-heat),159,5.44g,1.172g,0,1.358g,2.297g,76mg,77mg,0g,0g,0,25.69g,0,9mg,0.62mg,477mg,138mcg,0mg
boiled)-ham-(water-added-oscar-mayer,104,3.7g,1.247g,0,0.356g,1.727g,47mg,1348mg,1.2g,0g,0.3g,16.6g,0,10mg,1.48mg,283mg,0,0mg
bologna-(beef)-oscar-mayer,316,29.1g,12.85g,0,1.11g,15.21g,64mg,1179mg,2.45g,0g,1.4g,11.05g,1mcg,12mg,1.36mg,168mg,0mcg,0mg
bologna-(beef-light)-oscar-mayer,200,14.5g,5.82g,0,0.47g,7.16g,44mg,1151mg,5.6g,0g,2.3g,11.75g,0,13mg,1.22mg,156mg,0mcg,0mg
bologna-(fat-free)-oscar-mayer,79,0.6g,0.235g,0,0.127g,0.208g,25mg,977mg,6g,0g,2.2g,12.6g,0,15mg,0.92mg,156mg,0,0mg
boo-berry-general-mills-cereals-ready-to-eat,393,2.6g,0.4g,0,1.211g,0.949g,0mg,704mg,90g,0.9g,47g,3g,0mcg,67mg,15mg,46mg,0mcg,20mg
bouillon-cubes-soup-(low-sodium-dry),438,13.89g,3.433g,0,4.485g,5.365g,13mg,1067mg,64.88g,0.2g,14.47g,16.7g,0,187mg,1.03mg,309mg,25mcg,1.1mg
borage,21,0.7g,0.17g,0,0.109g,0.211g,0mg,80mg,3.06g,0,0,1.8g,0,93mg,3.3mg,470mg,210mcg,35mg
borage-(without-salt-drained-cooked-boiled),25,0.81g,0.197g,0,0.127g,0.245g,0mg,88mg,3.55g,0,0,2.09g,0,102mg,3.64mg,491mg,219mcg,32.5mg
borage-(with-salt-drained-cooked-boiled),25,0.81g,0.197g,0,0.127g,0.245g,0mg,324mg,3.55g,0,0,2.09g,0,102mg,3.64mg,491mg,219mcg,32.5mg
boston-brown-bread-(canned),195,1.5g,0.282g,0,0.564g,0.207g,1mg,631mg,43.3g,4.7g,2.42g,5.2g,0,70mg,2.1mg,318mg,25mcg,0mg
boston-cream-pie-cake,252,8.5g,2.445g,0,1.009g,4.544g,37mg,144mg,42.9g,1.4g,36.11g,2.4g,0,23mg,0.38mg,39mg,24mcg,0.2mg
bowhead-whale-fat-(blubber)-(alaska-native),870,96.5g,0,0,0,0,150mg,0,0g,0,0,0.4g,0,0,0.5mg,0,0,0
bowhead-whale-oil-(alaska-native),900,100g,0,0,0,0,0,0,0g,0,0,0g,0,0mg,0mg,0,0,0
boysenberries-(heavy-syrup-canned),88,0.12g,0.004g,0,0.068g,0.012g,0mg,3mg,22.31g,2.6g,0,0.99g,0,18mg,0.43mg,90mg,2mcg,6.2mg
boysenberries-(unsweetened-frozen),50,0.26g,0.009g,0,0.148g,0.025g,0mg,1mg,12.19g,5.3g,6.89g,1.1g,0,27mg,0.85mg,139mg,3mcg,3.1mg
braised-cooked-liver--variety-meats-and-by-products-beef,191,5.26g,1.696g,0.21g,1.042g,0.647g,396mg,79mg,5.13g,0g,0g,29.08g,0,6mg,6.54mg,352mg,9442mcg,1.9mg
brachs-star-brites-peppermint-mints-ej-brachs-candies,393,0.2g,0,0,0,0,0,40mg,97.7g,0,62.9g,0g,0,0,0,0,0,0
braise-moose-liver-(alaska-native),155,4.89g,0,0,1.07g,0.65g,389mg,70mg,3.43g,0,0,24.38g,0,7mg,6.77mg,235mg,0,22.6mg
bowhead-whale-skin-and-fat-(muktuk)-(alaska-native),470,46.1g,6.56g,0,7.97g,28.12g,54mg,0,1.2g,0,0,12.6g,0,5mg,0,0,0,0
bran-flakes,320,2.2g,0.4g,0,1.025g,0.295g,0mg,732mg,80.4g,17.6g,18.9g,9.4g,3mcg,56mg,27mg,616mg,751mcg,0mg
brand-a-tv)-composite-character-cereals-(movies-cereals-ready-to-eat,389,2.33g,0.525g,0,0.775g,0.975g,0mg,648mg,85.9g,3.6g,39.25g,6.13g,4mcg,107mg,14.43mg,165mg,501mcg,52.5mg
braunschweiger-liver-sausage-(sliced)-oscar-mayer,331,29.35g,10.94g,0,3.73g,15.48g,178mg,1159mg,2.6g,0.2g,1.2g,14.25g,1mcg,9mg,10.51mg,202mg,4723mcg,9mg
braunschweiger-liver-sausage-(saren-tube)-oscar-mayer,341,30.6g,10.89g,0,3.76g,15.57g,160mg,1118mg,2.3g,0.1g,0.7g,14.2g,1mcg,9mg,9.74mg,184mg,0,9mg
brand-b-tv)-composite-character-cereals-(movies-cereals-ready-to-eat,388,1.67g,0g,0,0g,1.667g,0mg,533mg,90g,0g,46.67g,3.33g,3mcg,333mg,15mg,33mg,481mcg,20mg
bread-crumbs,395,5.3g,1.203g,0,2.06g,1.023g,0mg,732mg,71.98g,4.5g,6.2g,13.35g,0,183mg,4.83mg,196mg,0mcg,0mg
breadfruit,103,0.23g,0.048g,0,0.066g,0.034g,0mg,2mg,27.12g,4.9g,11g,1.07g,0,17mg,0.54mg,490mg,0mcg,29mg
breadfruit-seeds,191,5.59g,1.509g,0,2.977g,0.712g,0mg,25mg,29.24g,5.2g,0,7.4g,0,36mg,3.67mg,941mg,13mcg,6.6mg
breadfruit-seeds-(boiled),168,2.3g,0.621g,0,1.225g,0.293g,0mg,23mg,32g,4.8g,0,5.3g,0,61mg,0.6mg,875mg,12mcg,6.1mg
breadnuttree-seeds,217,0.99g,0.267g,0,0.527g,0.126g,0mg,31mg,46.28g,0,0,5.97g,0,98mg,2.09mg,1183mg,12mcg,27.4mg
bread-stuffing-(dry-mix),386,3.4g,0.845g,0,0.713g,1.493g,1mg,1590mg,76.2g,3.2g,8.27g,11g,0,97mg,3.81mg,246mg,0mcg,0mg
bread-stuffing-(dry-mix-commercial),178,8.6g,1.734g,0,2.604g,3.808g,0mg,543mg,21.7g,2.9g,2.11g,3.2g,0,32mg,1.09mg,74mg,118mcg,0mg
bread-crumbs-(seasoned),383,5.48g,1.391g,0,2.3g,1.168g,1mg,1759mg,68.49g,4.9g,5.74g,14.13g,0,182mg,4.92mg,231mg,10mcg,2.7mg
bread-wheat-flours-(unenriched),361,1.66g,0.244g,0,0.727g,0.14g,0mg,2mg,72.53g,2.4g,0.31g,11.98g,0,15mg,0.9mg,100mg,0mcg,0mg
brick-cheese,371,29.68g,18.764g,0,0.784g,8.598g,94mg,560mg,2.79g,0g,0.51g,23.24g,0,674mg,0.43mg,136mg,292mcg,0mg
brie-cheese,334,27.68g,17.41g,0,0.826g,8.013g,100mg,629mg,0.45g,0g,0.45g,20.75g,0,184mg,0.5mg,152mg,174mcg,0mg
breast-quail-meat,123,2.99g,0.87g,0,0.77g,0.84g,58mg,55mg,0g,0g,0,22.59g,0,10mg,2.31mg,260mg,11mcg,5.1mg
breakfast-tart-(low-fat),372,5.99g,1.393g,0,0.878g,3.338g,0mg,252mg,76.8g,1.5g,4.87g,3.99g,0,44mg,3.42mg,66mg,285mcg,3.8mg
breakfast-bars-(oats-sugar-raisins-coconut-include-granola-bar),464,17.6g,12.69g,0,1.634g,1.933g,0mg,278mg,66.7g,3.1g,27.52g,9.8g,0,60mg,3.18mg,326mg,8mcg,1mg
breakfast-bar-(corn-flake-crust-with-fruit),377,7.5g,1.5g,0,0.9g,5g,0mg,167mg,72.9g,2.1g,35.1g,4.4g,0,41mg,4.86mg,197mg,608mcg,0mg
broad-whitefish-(head-eyes-cheeks-and-soft-bones)-(alaska-native),107,3.6g,0,0,0,0,0,0,0g,0,0,18.6g,0,0,3.9mg,0,0,0
broad-whitefish-liver-(alaska-native),104,4.4g,0,0,0,0,0,0,5.1g,0,0,11g,0,53mg,8.6mg,0,0,0
broadbeans-(fava-beans)-(mature-seeds),341,1.53g,0.254g,0,0.627g,0.303g,0mg,13mg,58.29g,25g,5.7g,26.12g,0,103mg,6.7mg,1062mg,3mcg,1.4mg
broadbeans-(fava-beans)-(mature-seeds-canned),71,0.22g,0.037g,0,0.09g,0.044g,0mg,453mg,12.41g,3.7g,0,5.47g,0,26mg,1mg,242mg,1mcg,1.8mg
broadbeans-(fava-beans)-(mature-seeds-with-salt-cooked-boiled),110,0.4g,0.066g,0,0.164g,0.079g,0mg,241mg,19.65g,5.4g,1.82g,7.6g,0,36mg,1.5mg,268mg,1mcg,0.3mg
broad-whitefish-roe-(alaska-native),87,5g,0,0,0,0,0,0,2.4g,0,0,8g,0,54mg,0.9mg,0,0,0
broadbeans-(immature-seeds),72,0.6g,0.138g,0,0.31g,0.017g,0mg,50mg,11.7g,4.2g,0,5.6g,0,22mg,1.9mg,250mg,18mcg,33mg
broadbeans-(immature-seeds-without-salt-drained-cooked-boiled),62,0.5g,0.142g,0,0.303g,0.02g,0mg,41mg,10.1g,3.6g,0,4.8g,0,18mg,1.5mg,193mg,14mcg,19.8mg
broccoli,34,0.37g,0.039g,0,0.038g,0.011g,0mg,33mg,6.64g,2.6g,1.7g,2.82g,0,47mg,0.73mg,316mg,31mcg,89.2mg
broccoli-(chopped-frozen),26,0.29g,0.044g,0,0.136g,0.02g,0mg,24mg,4.78g,3g,1.32g,2.81g,0,56mg,0.81mg,212mg,51mcg,56.4mg
broccoli-(chopped-without-salt-frozen-drained-cooked-boiled),28,0.12g,0.018g,0,0.055g,0.008g,0mg,11mg,5.35g,3g,1.44g,3.1g,0,33mg,0.61mg,142mg,56mcg,40.1mg
broadbeans-(immature-seeds-with-salt-drained-cooked-boiled),62,0.5g,0.142g,0,0.303g,0.02g,0mg,277mg,10.1g,0,0,4.8g,0,18mg,1.5mg,193mg,14mcg,19.8mg
broccoli-(chopped-with-salt-frozen-drained-cooked-boiled),28,0.12g,0.018g,0,0.055g,0.008g,0mg,260mg,5.35g,3g,1.44g,3.1g,0,33mg,0.61mg,142mg,56mcg,40.1mg
broadbeans-(fava-beans)-(mature-seeds-without-salt-cooked-boiled),110,0.4g,0.066g,0,0.164g,0.079g,0mg,5mg,19.65g,5.4g,1.82g,7.6g,0,36mg,1.5mg,268mg,1mcg,0.3mg
broccoli-cheese-soup-(condensed-canned),87,5.3g,1.6g,0,1.7g,2g,4mg,683mg,7.7g,1.8g,2.12g,2.1g,0,41mg,0.3mg,207mg,66mcg,2mg
broccoli-(without-salt-drained-cooked-boiled),35,0.41g,0.079g,0,0.17g,0.04g,0mg,41mg,7.18g,3.3g,1.39g,2.38g,0,40mg,0.67mg,293mg,77mcg,64.9mg
broccoli-(spears-frozen),29,0.34g,0.052g,0,0.162g,0.024g,0mg,17mg,5.35g,3g,1.47g,3.06g,0,41mg,0.72mg,250mg,57mcg,68.3mg
broccoli-(spears-without-salt-frozen-drained-cooked-boiled),28,0.11g,0.018g,0,0.055g,0.008g,0mg,24mg,5.35g,3g,1.44g,3.1g,0,51mg,0.61mg,180mg,56mcg,40.1mg
broccoli-(with-salt-drained-cooked-boiled),28,0.35g,0.054g,0,0.167g,0.024g,0mg,262mg,5.06g,3.3g,1.39g,2.98g,0,40mg,0.67mg,293mg,98mcg,42mg
broccoli-(spears-with-salt-frozen-drained-cooked-boiled),28,0.11g,0.018g,0,0.055g,0.008g,0mg,260mg,5.35g,3g,1.44g,3.1g,0,51mg,0.61mg,180mg,56mcg,40.1mg
broccoli-flower-clusters,28,0.35g,0.054g,0,0.167g,0.024g,0mg,27mg,5.24g,0,0,2.98g,0,48mg,0.88mg,325mg,150mcg,93.2mg
broccoli-leaves,28,0.35g,0.054g,0,0.167g,0.024g,0mg,27mg,5.24g,0,0,2.98g,0,48mg,0.88mg,325mg,800mcg,93.2mg
brown-gravy-(dry),367,9.61g,3.319g,0,0.405g,4.452g,3mg,4843mg,59.38g,2g,0,10.74g,0,132mg,1.72mg,262mg,8mcg,0.3mg
broccoli-raab,22,0.49g,0.05g,0,0.13g,0.026g,0,33mg,2.85g,2.7g,0.34g,3.17g,0,108mg,2.14mg,196mg,131mcg,20.2mg
broccoli-raab-(cooked),33,0.52g,0.057g,0,0.15g,0.03g,0,56mg,3.12g,2.8g,0.62g,3.83g,0,118mg,1.27mg,343mg,227mcg,37mg
broccoli-stalks,28,0.35g,0.054g,0,0.167g,0.024g,0mg,27mg,5.24g,0,0,2.98g,0,48mg,0.88mg,325mg,20mcg,93.2mg
brown-gravy-(dry-instant),380,11.85g,5.866g,0,0.499g,5.488g,12mg,5053mg,59.78g,3.2g,9.23g,8.53g,0,116mg,7.4mg,367mg,0mcg,1.9mg
brown-mushrooms-(crimini-italian),22,0.1g,0.014g,0,0.042g,0.002g,0mg,6mg,4.12g,0.6g,1.72g,2.5g,0,18mg,0.4mg,448mg,0mcg,0mg
brown-rice-cakes,387,2.8g,0.57g,0,0.99g,1.03g,0mg,326mg,81.5g,4.2g,0.88g,8.2g,0,11mg,1.49mg,290mg,0mcg,0mg
brown-rice-cakes-(unsalted),387,2.8g,0.57g,0,0.99g,1.03g,0mg,26mg,81.5g,4.2g,0.88g,8.2g,0,11mg,1.49mg,290mg,0mcg,0mg
brown-rice-(long-grain),370,2.92g,0.584g,0,1.044g,1.056g,0mg,7mg,77.24g,3.5g,0.85g,7.94g,0,23mg,1.47mg,223mg,0mcg,0mg
brown-rice-(long-grain-cooked),111,0.9g,0.18g,0,0.323g,0.327g,0mg,5mg,22.96g,1.8g,0.35g,2.58g,0,10mg,0.42mg,43mg,0mcg,0mg
brown-rice-(medium-grain),362,2.68g,0.536g,0,0.959g,0.971g,0mg,4mg,76.17g,3.4g,0,7.5g,0,33mg,1.8mg,268mg,0mcg,0mg
brown-rice-(medium-grain-cooked),112,0.83g,0.165g,0,0.296g,0.3g,0mg,1mg,23.51g,1.8g,0,2.32g,0,10mg,0.53mg,79mg,0mcg,0mg
brown-sugar-flavor-mothers-toasted-oat-bran-cereal-quaker-cereals-ready-to-eat,373,5.17g,0.89g,0,1.82g,1.63g,0,632mg,74.92g,8.9g,15.5g,11.9g,0mcg,66mg,4.11mg,490mg,0,0mg
brown-sugar-bliss-oatmeal-cereal-quaker-cereals-ready-to-eat,384,5.56g,1.16g,0,1.36g,1.69g,0mg,509mg,79.69g,7.4g,0,8.78g,0mcg,298mg,10.1mg,327mg,480mcg,3.2mg
brown-sugar-cinnamon-kelloggs-pop-tarts-kellogg-toaster-pastries,438,18.4g,2.08g,0,9.14g,7.14g,0mg,428mg,64.4g,1.5g,25.4g,5.4g,0,31mg,3.6mg,135mg,0,0mg
brown-sugar,377,0g,0g,0,0g,0g,0mg,39mg,97.33g,0g,96.21g,0g,0,85mg,1.91mg,346mg,0mcg,0mg
brown-rice-rye-cakes,386,3.8g,0.58g,0,1.55g,1.31g,0mg,110mg,79.9g,4g,0,8.1g,0,21mg,1.8mg,311mg,0mcg,0mg
brown-rice-flour,363,2.78g,0.557g,0,0.996g,1.008g,0mg,8mg,76.48g,4.6g,0.85g,7.23g,0,11mg,1.98mg,289mg,0mcg,0mg
brownie,405,16.84g,5.22g,0,4.398g,6.377g,16mg,255mg,64.95g,0,0,4.57g,0,42mg,2.15mg,139mg,5mcg,5.3mg
brownies,466,29.1g,7.319g,0,9.412g,10.839g,73mg,343mg,50.2g,0,0,6.2g,0,57mg,1.84mg,176mg,176mcg,0.3mg
brownies-(commercial),405,16.3g,4.235g,0,2.259g,8.965g,17mg,312mg,63.9g,2.1g,36.61g,4.8g,0,29mg,2.25mg,149mg,20mcg,0mg
brownies-(dry-mix),434,14.9g,2.519g,0,6.373g,5.158g,0mg,303mg,76.6g,0,0,4g,0,19mg,1.99mg,219mg,1mcg,0.3mg
brownies-(dry-mix-special-dietary),426,12.5g,2.018g,0,4.577g,5.233g,0mg,83mg,80.4g,4.2g,0,2.9g,0,12mg,1.52mg,335mg,0mcg,0mg
brownies-(dry-mix-special-dietary-prepared),384,11.1g,5.096g,0,0.806g,4.573g,0mg,94mg,71.3g,3.7g,0.09g,3.8g,0,12mg,1.35mg,314mg,0mcg,0mg
brussels-sprouts,43,0.3g,0.062g,0,0.153g,0.023g,0mg,25mg,8.95g,3.8g,2.2g,3.38g,0,42mg,1.4mg,389mg,38mcg,85mg
brussels-sprouts-(without-salt-drained-cooked-boiled),36,0.5g,0.105g,0,0.26g,0.039g,0mg,21mg,7.1g,2.6g,1.74g,2.55g,0,36mg,1.2mg,317mg,39mcg,62mg
brussels-sprouts-(frozen),41,0.41g,0.084g,0,0.207g,0.031g,0mg,10mg,7.86g,3.8g,0,3.78g,0,26mg,0.93mg,370mg,31mcg,74.1mg
brussels-sprouts-(without-salt-frozen-drained-cooked-boiled),42,0.39g,0.081g,0,0.2g,0.03g,0mg,15mg,8.32g,4.1g,2.08g,3.64g,0,26mg,0.48mg,290mg,46mcg,45.7mg
brussels-sprouts-(with-salt-drained-cooked-boiled),41,0.51g,0.104g,0,0.26g,0.039g,0mg,257mg,8.67g,2.6g,1.74g,2.55g,0,36mg,1.2mg,317mg,39mcg,62mg
brussels-sprouts-(with-salt-frozen-drained-cooked-boiled),42,0.39g,0.08g,0,0.199g,0.029g,0mg,15mg,8.32g,4.1g,2.08g,3.64g,0,26mg,0.48mg,290mg,46mcg,45.7mg
buckwheat-brown-rice-cakes,380,3.5g,0.64g,0,1.11g,1.11g,0mg,116mg,80.1g,3.8g,0,9g,0,11mg,1.14mg,299mg,0mcg,0mg
buckwheat,343,3.4g,0.741g,0,1.039g,1.04g,0mg,1mg,71.5g,10g,0,13.25g,0,18mg,2.2mg,460mg,0mcg,0mg
budweiser-regular-beer-alcoholic-beverage,41,0g,0,0,0,0,0mg,3mg,2.99g,0g,0,0.36g,0,4mg,0mg,33mg,0,0
bud-light-light-beer-alcoholic-beverage,31,0g,0,0,0,0,0mg,3mg,1.86g,0g,0,0.25g,0,3mg,0mg,26mg,0,0
buckwheat-pancakes-(dry-mix),340,2.7g,0.439g,0,1g,0.581g,0mg,1387mg,71.3g,8.5g,7.21g,10.9g,0,476mg,4.73mg,316mg,0mcg,0mg
buckwheat-brown-rice-cakes-(unsalted),380,3.5g,0.64g,0,1.11g,1.11g,0mg,4mg,80.1g,0,0,9g,0,11mg,1.14mg,299mg,0mcg,0mg
buckwheat-groats-(dry-roasted),346,2.71g,0.591g,0,0.828g,0.828g,0mg,11mg,74.95g,10.3g,0,11.73g,0,17mg,2.47mg,320mg,0mcg,0mg
buckwheat-groats-(cooked-roasted),92,0.62g,0.134g,0,0.188g,0.188g,0mg,4mg,19.94g,2.7g,0.9g,3.38g,0,7mg,0.8mg,88mg,0mcg,0mg
buffalo-meat,99,1.37g,0.46g,0,0.27g,0.42g,46mg,53mg,0g,0g,0,20.39g,0,12mg,1.61mg,297mg,0mcg,0mg
buffalo-meat-(cooked-roasted),131,1.8g,0.6g,0,0.36g,0.55g,61mg,56mg,0g,0g,0,26.83g,0,15mg,2.12mg,313mg,0mcg,0mg
bulls-eye-original-barbecue-sauce-ridgs-sauce,175,0.2g,0,0,0,0,0,838mg,42.1g,0,31.9g,1.2g,0,0,0,0,0,0
bun-length)-wieners-(beef-franks-oscar-mayer,324,30.1g,12.53g,0,0.96g,14.62g,59mg,1025mg,2.65g,0g,1.8g,11.1g,0,13mg,1.56mg,158mg,0mcg,0mg
burbot-(fish),90,0.81g,0.163g,0,0.297g,0.133g,60mg,97mg,0g,0g,0,19.31g,0,50mg,0.9mg,404mg,5mcg,0mg
bulgur-(cooked),83,0.24g,0.042g,0,0.098g,0.031g,0mg,5mg,18.58g,4.5g,0.1g,3.08g,0,10mg,0.96mg,68mg,0mcg,0mg
burdock-root,72,0.15g,0.025g,0,0.059g,0.037g,0mg,5mg,17.34g,3.3g,2.9g,1.53g,0,41mg,0.8mg,308mg,0mcg,3mg
burdock-root-(without-salt-drained-cooked-boiled),88,0.14g,0.023g,0,0.055g,0.035g,0mg,4mg,21.15g,1.8g,3.55g,2.09g,0,49mg,0.77mg,360mg,0mcg,2.6mg
burdock-root-(with-salt-drained-cooked-boiled),88,0.14g,0,0,0,0,0mg,240mg,21.15g,1.8g,3.55g,2.09g,0,49mg,0.77mg,360mg,0mcg,2.6mg
burgundy-wine,87,0g,0,0,0,0,0,0,3.69g,0,0,0.07g,0,0,0,0,0,0
burbot-(fish)-(cooked-dry-heat),115,1.04g,0.209g,0,0.381g,0.17g,77mg,124mg,0g,0g,0,24.76g,0,64mg,1.15mg,518mg,5mcg,0mg
burrito-supreme-with-beef-taco-bell,189,8.05g,3.047g,0,0.817g,3.277g,16mg,574mg,21.07g,3.2g,0,8.05g,0mcg,93mg,2.26mg,245mg,4mcg,0
burrito-supreme-with-chicken-taco-bell,179,6.42g,2.352g,0,0.795g,2.56g,21mg,564mg,20.51g,2.4g,0,9.84g,0,94mg,1.56mg,264mg,4mcg,0
burrito-supreme-with-steak-taco-bell,183,7.27g,2.674g,0,0.77g,2.822g,21mg,534mg,20.32g,2.4g,0,9.13g,0,101mg,2mg,228mg,4mcg,0
burrito-with-beans,206,6.22g,3.174g,0,0.551g,2.184g,2mg,454mg,32.92g,0,0,6.48g,0,52mg,2.08mg,301mg,8mcg,0.9mg
burrito-with-beans-and-cheese,203,6.29g,3.682g,0,0.959g,1.335g,15mg,627mg,29.55g,0,0,8.1g,0,115mg,1.22mg,267mg,53mcg,0.9mg
burrito-with-beans-and-chili-peppers,202,7.19g,3.729g,0,0.473g,2.632g,16mg,512mg,28.47g,0,0,8.03g,0,49mg,2.23mg,284mg,5mcg,0.6mg
burrito-with-beans-and-meat,220,7.71g,3.6g,0,0.529g,3.038g,21mg,578mg,28.58g,0,0,9.73g,0,46mg,2.12mg,284mg,14mcg,0.8mg
burrito-with-beans-cheese-and-meat,163,6.55g,3.522g,0,0.502g,2.196g,61mg,488mg,19.55g,0,0,7.18g,0,64mg,1.84mg,202mg,74mcg,2.5mg
burrito-with-beans-cheese-and-chili-peppers,197,6.84g,3.332g,0,0.377g,2.515g,47mg,613mg,25.35g,0,0,9.91g,0,86mg,2.29mg,241mg,55mcg,2mg
burrito-with-beef,238,9.46g,4.754g,0,0.388g,3.368g,29mg,678mg,26.6g,0,0,12.09g,0,38mg,2.77mg,336mg,6mcg,0.5mg
burrito-with-beef-and-chili-peppers,212,8.23g,3.98g,0,0.485g,3.022g,27mg,555mg,24.6g,0,0,10.7g,0,43mg,2.21mg,248mg,12mcg,0.8mg
butter-(salted),717,81.11g,51.368g,0,3.043g,21.021g,215mg,576mg,0.06g,0g,0.06g,0.85g,1mcg,24mg,0.02mg,24mg,684mcg,0mg
butter,717,81.11g,51.368g,0,3.043g,21.021g,215mg,11mg,0.06g,0g,0.06g,0.85g,0,24mg,0.02mg,24mg,684mcg,0mg
burrito-with-beef-cheese-and-chili-peppers,208,8.15g,3.42g,0,0.732g,3.267g,56mg,688mg,20.96g,0,0,13.46g,0,73mg,2.57mg,219mg,65mcg,1.2mg
burrito-with-fruit-(apple-or-cherry),312,12.87g,6.175g,0,1.426g,4.621g,5mg,286mg,47.27g,0,0,3.38g,0,21mg,1.45mg,141mg,28mcg,1mg
butter-whipped-(salted),717,81.11g,50.489g,0,3.012g,23.426g,219mg,827mg,0.06g,0g,0.06g,0.85g,0,24mg,0.16mg,26mg,684mcg,0mg
butter-oil,876,99.48g,61.924g,0,3.694g,28.732g,256mg,2mg,0g,0g,0g,0.28g,0,4mg,0mg,5mg,840mcg,0mg
butter-pound-cake,388,19.9g,11.559g,0,1.067g,5.9g,221mg,398mg,48.8g,0.5g,0,5.5g,0,35mg,1.38mg,119mg,149mcg,0mg
butter-cookies-(enriched),467,18.8g,11.051g,0,0.982g,5.522g,117mg,351mg,68.9g,0.8g,20.24g,6.1g,0,29mg,2.22mg,111mg,165mcg,0mg
butter-croissants,406,21g,11.659g,0,1.094g,5.525g,67mg,744mg,45.8g,2.6g,11.26g,8.2g,0,37mg,2.03mg,118mg,206mcg,0.2mg
